patente_principal,title,patente_citada,code,country
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7120047-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7120047-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7120047-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7120047-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7120047-B2,Y10T428/24802,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7176505-B2,D01F9/127,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7176505-B2,B82Y40/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7176505-B2,C01B2202/08,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7176505-B2,B82Y10/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7176505-B2,D01F9/127,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7176505-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7176505-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7176505-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7176505-B2,B82Y40/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7176505-B2,B82Y10/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7176505-B2,Y10T428/24802,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7176505-B2,C01B2202/08,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7176505-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7176505-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7176505-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7176505-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7176505-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7176505-B2,Y10T428/24802,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7274078-B2,D01F9/127,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7274078-B2,B82Y40/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7274078-B2,C01B2202/08,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7274078-B2,B82Y10/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7274078-B2,D01F9/127,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7274078-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7274078-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7274078-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7274078-B2,B82Y40/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7274078-B2,B82Y10/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7274078-B2,Y10T428/24802,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7274078-B2,C01B2202/08,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7274078-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7274078-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7274078-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7274078-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7274078-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7274078-B2,Y10T428/24802,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7304357-B2,D01F9/127,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7304357-B2,B82Y40/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7304357-B2,C01B2202/08,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7304357-B2,B82Y10/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7304357-B2,D01F9/127,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7304357-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7304357-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7304357-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7304357-B2,B82Y40/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7304357-B2,B82Y10/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7304357-B2,Y10T428/24802,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7304357-B2,C01B2202/08,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7304357-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7304357-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7304357-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7304357-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7304357-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7304357-B2,Y10T428/24802,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7335395-B2,D01F9/127,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7335395-B2,B82Y40/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7335395-B2,C01B2202/08,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7335395-B2,B82Y10/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7335395-B2,D01F9/127,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7335395-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7335395-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7335395-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7335395-B2,B82Y40/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7335395-B2,B82Y10/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7335395-B2,Y10T428/24802,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7335395-B2,C01B2202/08,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7335395-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7335395-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7335395-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7335395-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7335395-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7335395-B2,Y10T428/24802,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7521736-B2,D01F9/127,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7521736-B2,B82Y40/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7521736-B2,C01B2202/08,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7521736-B2,B82Y10/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7521736-B2,D01F9/127,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7521736-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7521736-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7521736-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7521736-B2,B82Y40/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7521736-B2,B82Y10/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7521736-B2,Y10T428/24802,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7521736-B2,C01B2202/08,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7521736-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7521736-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7521736-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7521736-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7521736-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7521736-B2,Y10T428/24802,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7560136-B2,D01F9/127,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7560136-B2,B82Y40/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7560136-B2,C01B2202/08,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7560136-B2,B82Y10/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7560136-B2,D01F9/127,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7560136-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7560136-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7560136-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7560136-B2,B82Y40/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7560136-B2,B82Y10/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7560136-B2,Y10T428/24802,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7560136-B2,C01B2202/08,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7560136-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7560136-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7560136-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7560136-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7560136-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7560136-B2,Y10T428/24802,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7566478-B2,D01F9/127,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7566478-B2,B82Y40/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7566478-B2,C01B2202/08,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7566478-B2,B82Y10/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7566478-B2,D01F9/127,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7566478-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7566478-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7566478-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7566478-B2,B82Y40/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7566478-B2,B82Y10/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7566478-B2,Y10T428/24802,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7566478-B2,C01B2202/08,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7566478-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7566478-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7566478-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7566478-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7566478-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-7566478-B2,Y10T428/24802,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8872176-B2,D01F9/127,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8872176-B2,B82Y40/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8872176-B2,C01B2202/08,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8872176-B2,B82Y10/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8872176-B2,D01F9/127,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8872176-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8872176-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8872176-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8872176-B2,B82Y40/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8872176-B2,B82Y10/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8872176-B2,Y10T428/24802,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8872176-B2,C01B2202/08,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8872176-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8872176-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8872176-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8872176-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8872176-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8872176-B2,Y10T428/24802,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8905320-B2,D01F9/127,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8905320-B2,B82Y40/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8905320-B2,C01B2202/08,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8905320-B2,B82Y10/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8905320-B2,D01F9/127,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8905320-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8905320-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8905320-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8905320-B2,B82Y40/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8905320-B2,B82Y10/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8905320-B2,Y10T428/24802,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8905320-B2,C01B2202/08,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8905320-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8905320-B2,B82Y30/00,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8905320-B2,Y10S428/914,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8905320-B2,H01J2201/30469,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8905320-B2,C01B32/162,WIPO (PCT)
WO-0073204-A9,Substrate-supported aligned carbon nanotube films,US-8905320-B2,Y10T428/24802,WIPO (PCT)
DE-1526174-B2,,EP-0210294-B1,F23K1/02,Germany
SE-330191-B,,WO-9316478-A1,H01B13/22,Sweden
SE-330191-B,,WO-9316478-A1,H01B13/26,Sweden
SE-330191-B,,WO-9316478-A1,D07B7/14,Sweden
SE-330191-B,,WO-9316478-A1,H01B13/26,Sweden
SE-330191-B,,WO-9316478-A1,D07B7/14,Sweden
SE-330191-B,,WO-9316478-A1,D07B5/002,Sweden
SE-330191-B,,WO-9316478-A1,H01B13/22,Sweden
SE-330191-B,,WO-9316478-A1,D07B5/002,Sweden
SE-330191-B,,EP-0558463-A1,H01B13/22,Sweden
SE-330191-B,,EP-0558463-A1,H01B13/26,Sweden
SE-330191-B,,EP-0558463-A1,D07B7/14,Sweden
SE-330191-B,,EP-0558463-A1,H01B13/26,Sweden
SE-330191-B,,EP-0558463-A1,D07B7/14,Sweden
SE-330191-B,,EP-0558463-A1,D07B5/002,Sweden
SE-330191-B,,EP-0558463-A1,H01B13/22,Sweden
SE-330191-B,,EP-0558463-A1,D07B5/002,Sweden
SE-330191-B,,US-5391836-A,H01B13/22,Sweden
SE-330191-B,,US-5391836-A,H01B13/26,Sweden
SE-330191-B,,US-5391836-A,D07B7/14,Sweden
SE-330191-B,,US-5391836-A,H01B13/26,Sweden
SE-330191-B,,US-5391836-A,D07B7/14,Sweden
SE-330191-B,,US-5391836-A,D07B5/002,Sweden
SE-330191-B,,US-5391836-A,H01B13/22,Sweden
SE-330191-B,,US-5391836-A,D07B5/002,Sweden
AU-2006100500-A4,Cashless reservation system,US-8480483-B2,G07F17/3239,Australia
AU-2006100500-A4,Cashless reservation system,US-8480483-B2,G07F17/32,Australia
AU-2020103375-A4,Speckle Denoising System for Ultrasound Images with Framelet Transform and Gaussian Filter,CN-118279176-A,G06T2207/20064,Australia
AU-2020103375-A4,Speckle Denoising System for Ultrasound Images with Framelet Transform and Gaussian Filter,CN-118279176-A,G06T2207/10132,Australia
AU-2020103375-A4,Speckle Denoising System for Ultrasound Images with Framelet Transform and Gaussian Filter,CN-118279176-A,G06T5/10,Australia
AU-2020103375-A4,Speckle Denoising System for Ultrasound Images with Framelet Transform and Gaussian Filter,CN-118279176-A,G06T5/70,Australia
AU-2020103375-A4,Speckle Denoising System for Ultrasound Images with Framelet Transform and Gaussian Filter,CN-118279176-B,G06T2207/20064,Australia
AU-2020103375-A4,Speckle Denoising System for Ultrasound Images with Framelet Transform and Gaussian Filter,CN-118279176-B,G06T2207/10132,Australia
AU-2020103375-A4,Speckle Denoising System for Ultrasound Images with Framelet Transform and Gaussian Filter,CN-118279176-B,G06T5/10,Australia
AU-2020103375-A4,Speckle Denoising System for Ultrasound Images with Framelet Transform and Gaussian Filter,CN-118279176-B,G06T5/70,Australia
CN-1075058-C,Process for preparation of aromatic or heteroaromatic sulfonyl halides,CN-104557800-A,C07C315/04,China
CN-1075058-C,Process for preparation of aromatic or heteroaromatic sulfonyl halides,CN-104557800-A,C07C303/02,China
CN-1075058-C,Process for preparation of aromatic or heteroaromatic sulfonyl halides,CN-104557800-A,C07D213/71,China
CN-1075058-C,Process for preparation of aromatic or heteroaromatic sulfonyl halides,CN-104557800-A,C07D263/46,China
